20/06/2021,15:05,32.64,81.16,82.90,59.07,02.57,54.63
03/04/2022,12:28,65.52,55.84,81.76,64.11,49.63,90.64
12/12/2022,2:01,01.59,14.81,38.25,91.35,42.87,77.61
29/01/2022,23:27,80.58,56.99,61.23,25.79,81.08,74.88
22/08/2021,0:42,43.63,42.11,53.81,44.86,55.32,83.20
13/01/2021,0:33,96.17,22.05,63.55,93.22,19.09,53.60
29/05/2022,10:29,34.83,47.13,71.94,50.25,29.91,83.92
29/04/2022,10:58,39.61,65.72,76.95,84.63,54.63,23.16
14/04/2021,20:06,22.94,83.80,12.84,23.33,47.81,14.36
14/03/2022,15:41,25.19,88.82,98.71,64.49,67.09,65.23
04/03/2022,21:47,94.95,71.32,74.11,73.05,70.77,46.41
12/05/2022,2:02,00.02,68.07,08.42,11.93,40.16,39.26
26/10/2022,9:21,00.63,05.01,84.96,95.62,11.78,46.50
06/01/2021,7:17,02.95,30.10,74.31,39.27,45.64,90.27
21/07/2021,5:35,21.00,26.31,89.80,26.56,64.82,55.27
26/05/2021,4:47,57.99,51.29,92.12,75.13,26.50,04.47
07/11/2021,8:45,20.11,47.01,53.50,53.66,20.27,76.06
24/05/2022,3:04,60.01,73.54,23.00,11.13,81.13,61.56
22/07/2022,0:01,92.83,80.23,24.13,29.49,47.94,78.05
12/07/2022,23:05,99.16,95.31,39.59,66.21,92.28,66.80
21/10/2021,5:52,78.03,25.82,48.88,07.47,04.44,51.07
07/03/2022,12:42,72.60,48.50,40.88,47.55,33.12,32.56
28/04/2021,12:30,30.15,50.23,44.52,62.37,76.64,51.69
20/05/2022,3:52,54.99,34.62,65.27,65.71,16.96,86.92
21/09/2021,4:47,72.37,37.99,52.69,41.48,40.01,36.21
18/05/2022,12:04,55.17,64.63,69.78,36.65,21.38,65.64
21/08/2022,0:14,13.49,36.79,73.97,07.13,90.28,07.40
24/05/2021,17:41,65.72,02.60,97.43,95.95,96.43,75.24
15/06/2022,5:30,02.98,07.22,30.69,86.22,09.14,39.99
20/01/2021,7:41,75.12,03.71,05.41,85.61,36.06,50.37
01/08/2022,16:27,52.42,28.66,46.08,44.00,22.81,63.23
13/04/2022,19:40,68.81,73.62,19.44,65.80,60.90,68.24
12/10/2021,9:34,66.75,21.44,92.94,48.79,29.67,86.32
17/09/2022,17:17,39.91,51.60,98.42,19.34,90.10,39.29
05/11/2022,1:50,42.14,15.56,48.22,01.72,14.96,27.09
07/03/2021,22:26,58.89,36.89,16.32,65.45,32.97,93.66
27/09/2021,11:00,43.58,27.71,91.03,79.85,31.47,16.37
02/01/2021,7:05,20.23,04.62,93.43,02.75,40.56,13.60
10/06/2021,13:23,78.39,99.65,81.10,33.75,74.89,92.49
09/08/2021,5:53,65.15,17.97,20.55,75.43,14.92,14.96
07/05/2022,6:05,34.19,84.75,21.49,30.42,21.37,65.89
24/04/2022,19:19,23.84,17.81,28.88,55.79,12.41,12.41
06/09/2022,4:06,47.81,71.25,93.33,08.80,90.91,49.78
