12/06/2022,4:54,32.37,84.80,57.08,96.29,19.14,99.67
16/07/2021,12:08,93.63,52.38,99.65,40.90,26.00,37.06
01/07/2021,17:30,46.95,80.40,60.80,78.73,48.30,14.61
04/03/2022,19:30,67.57,50.57,53.68,29.64,59.22,26.73
29/05/2021,12:47,85.10,33.30,61.38,27.76,47.71,95.57
15/03/2021,1:06,21.57,48.87,14.76,44.41,46.08,96.00
05/10/2022,20:58,60.35,74.58,48.07,68.42,65.20,21.66
03/02/2021,5:08,66.74,85.91,96.60,42.95,10.35,20.74
04/01/2022,9:54,82.16,37.76,79.01,05.95,41.13,89.95
30/05/2022,11:13,52.29,06.96,46.38,02.81,84.06,58.10
15/06/2021,21:15,60.27,63.10,24.33,81.78,66.31,24.97
13/05/2022,10:15,82.36,40.37,19.46,89.44,09.06,51.47
09/10/2022,16:57,31.94,78.08,42.18,07.03,69.30,97.75
28/01/2021,0:06,35.36,54.12,86.79,71.39,40.20,13.98
04/12/2021,5:02,46.54,48.41,29.06,44.76,92.20,28.72
05/09/2021,0:57,06.49,80.33,73.86,31.31,90.22,78.85
27/08/2021,6:18,23.41,36.38,18.64,41.09,30.43,37.62
09/07/2022,21:15,36.50,33.39,16.44,57.02,87.41,03.77
28/07/2021,17:07,62.30,53.17,62.25,70.67,82.87,02.79
19/06/2022,20:42,44.11,71.56,78.96,87.27,12.03,96.92
03/10/2021,15:37,61.31,11.36,31.60,65.92,73.26,70.17
19/02/2021,16:55,71.94,48.01,52.95,30.84,36.30,85.89
29/12/2021,18:07,14.79,77.95,97.28,37.00,28.10,47.26
30/04/2021,10:08,11.68,25.38,49.18,69.67,08.36,27.35
27/06/2022,1:13,07.92,46.37,90.41,45.50,32.67,05.77
22/10/2022,18:08,96.31,82.54,28.78,02.83,47.35,96.21
26/12/2021,23:52,11.46,70.32,97.98,95.28,81.22,51.03
21/07/2022,18:17,97.17,75.43,37.59,79.89,39.93,02.66
14/05/2021,9:35,28.87,24.12,50.94,69.80,96.45,36.92
17/01/2022,1:29,04.88,73.95,62.03,90.03,25.76,04.50
01/09/2021,21:58,56.77,07.57,83.65,64.80,24.17,62.16
