25/07/2022,15:41,95.31,60.75,03.81,24.16,47.99,37.77
25/11/2021,20:14,25.55,26.80,05.13,10.12,91.22,02.91
05/05/2021,4:50,53.28,55.92,92.75,78.84,30.35,53.39
31/03/2022,8:15,97.47,56.78,60.71,59.53,87.71,86.18
26/05/2021,13:01,30.36,53.97,00.95,43.42,03.21,13.59
09/03/2022,20:58,57.33,63.77,36.59,49.00,42.79,22.05
14/04/2022,17:30,38.38,09.77,19.13,14.15,26.87,77.15
02/06/2021,7:32,86.26,58.11,93.27,54.44,93.16,27.70
27/11/2022,1:00,65.13,25.50,88.44,91.97,39.49,05.72
30/04/2021,15:54,50.64,41.82,36.05,29.58,90.46,67.39
27/06/2021,13:41,14.20,26.43,01.89,19.47,09.02,78.97
07/03/2021,9:01,75.17,39.47,61.58,00.34,08.88,21.57
19/06/2022,22:33,49.65,09.78,56.44,59.81,90.35,33.95
11/04/2022,14:22,20.71,76.46,54.67,20.23,87.99,95.24
11/09/2022,19:05,61.56,59.53,45.24,53.38,55.85,89.74
27/05/2022,21:36,46.69,52.29,29.22,82.68,68.94,21.60
13/07/2021,5:46,37.45,32.53,19.43,96.10,17.38,09.84
22/07/2021,8:07,72.33,94.99,69.97,26.80,00.03,53.43
03/05/2022,14:10,97.59,85.45,37.50,21.85,16.39,15.13
15/10/2021,14:09,81.27,58.81,13.34,82.24,70.07,54.72
29/05/2021,14:18,78.25,32.54,40.17,08.69,81.53,67.60
26/03/2021,5:49,99.34,18.18,61.90,31.40,61.28,86.14
09/05/2022,5:51,05.29,31.41,90.32,59.28,82.62,81.05
06/11/2021,16:07,84.21,15.77,71.49,98.13,13.32,65.92
16/12/2022,11:35,27.38,26.18,20.26,97.79,17.39,61.44
01/01/2021,18:51,21.03,35.93,22.45,25.73,14.34,26.66
11/07/2022,7:24,10.47,24.59,44.10,18.50,28.67,11.01
06/09/2021,4:16,10.43,34.14,93.18,54.58,59.37,15.96
03/09/2021,21:53,32.66,95.91,17.15,52.31,41.46,71.38
26/09/2021,22:28,59.12,67.62,35.73,61.31,50.03,11.65
12/02/2022,12:49,45.91,50.52,63.47,32.78,21.05,73.62
14/07/2021,8:53,02.98,86.92,79.61,53.05,36.01,27.59
28/01/2022,14:45,96.31,66.61,41.97,36.21,40.20,15.99
27/12/2022,1:51,25.50,26.61,75.07,10.20,87.36,06.42
27/08/2022,13:13,00.28,63.72,10.01,14.91,81.28,01.33
06/10/2022,1:04,09.13,65.50,25.20,18.93,32.98,98.05
14/05/2022,10:08,67.44,05.21,58.75,50.06,72.83,70.41
10/05/2022,13:17,68.74,39.22,56.62,58.05,64.12,18.08
03/07/2022,0:28,74.62,14.16,49.91,62.92,82.45,83.65
23/03/2021,20:28,64.88,15.34,36.14,23.12,61.58,28.81
11/03/2022,12:59,06.84,61.27,07.26,36.30,33.72,15.40
30/11/2021,4:34,56.55,14.28,93.15,99.09,44.59,08.22
03/11/2021,0:55,88.02,75.51,31.11,91.97,80.44,05.89
13/02/2021,4:35,60.18,04.96,16.01,58.88,08.20,86.91
17/10/2021,7:03,91.80,37.50,39.10,04.35,24.13,67.69
28/01/2022,23:01,72.41,99.56,90.59,96.25,27.88,92.01
23/03/2021,15:45,07.09,55.43,21.83,03.49,47.42,68.26
08/06/2021,12:25,78.53,64.20,45.87,10.23,72.66,65.67
24/07/2022,13:57,76.76,32.38,19.48,40.50,69.58,38.30
02/04/2021,23:13,19.86,13.89,41.28,26.11,73.46,85.75
05/12/2021,6:22,75.49,69.07,81.72,45.83,05.51,04.76
10/04/2022,2:30,42.75,91.91,11.12,51.16,32.11,52.78
02/11/2022,14:56,12.70,88.27,82.80,53.41,20.33,59.04
21/05/2022,23:15,57.86,45.48,57.87,93.70,71.45,99.11
06/02/2021,13:02,86.72,56.70,09.30,18.53,93.80,45.01
04/11/2022,20:11,98.05,06.51,48.44,99.56,46.46,99.58
23/10/2022,19:49,71.77,87.39,18.14,93.64,14.57,63.06
27/05/2021,11:50,91.82,24.76,48.78,78.09,68.24,58.01
30/03/2021,10:16,35.50,75.31,69.95,76.49,25.06,66.07
28/06/2021,16:51,43.39,29.26,65.00,02.90,96.33,69.97
26/02/2022,14:01,69.17,60.82,80.36,28.66,58.59,68.90
13/03/2022,12:29,58.70,27.61,41.50,49.75,55.53,93.78
28/12/2021,3:33,01.64,28.21,08.31,14.99,88.85,65.96
15/02/2021,22:36,89.33,90.08,67.90,23.95,18.53,15.37
20/01/2021,11:15,39.59,41.51,38.62,65.72,63.79,59.19
04/09/2022,21:14,70.07,46.42,15.19,60.55,83.85,14.76
13/09/2022,4:51,01.82,80.39,80.69,96.12,90.24,80.78
21/04/2021,6:14,73.03,95.95,62.95,78.85,14.97,21.27
26/04/2021,21:01,27.58,85.61,09.04,57.09,16.48,82.09
14/05/2022,13:54,78.26,10.78,27.64,85.81,64.28,93.12
01/12/2021,6:28,65.93,36.70,25.39,78.25,02.92,28.75
20/09/2022,6:41,43.91,49.15,13.95,79.76,55.67,59.11
03/11/2022,6:45,93.59,37.78,63.48,41.38,81.97,35.97
30/05/2022,7:55,31.23,98.53,01.08,03.68,67.63,74.70
30/12/2021,23:20,44.84,12.89,29.86,04.50,54.62,83.16
28/03/2021,11:54,14.58,32.36,07.60,71.46,37.75,99.91
02/03/2022,19:43,08.70,17.09,32.17,65.20,89.04,09.78
31/03/2022,9:02,13.32,46.47,03.74,10.57,39.11,78.05
19/01/2021,0:15,41.14,71.93,82.76,45.95,49.60,26.39
18/04/2022,13:18,39.25,40.08,49.40,62.61,71.15,72.94
22/08/2022,23:57,08.52,99.07,40.50,41.08,55.31,58.63
25/11/2022,8:17,98.16,54.66,03.56,24.72,24.64,05.23
11/12/2022,6:48,68.32,47.74,77.11,80.18,06.70,00.16
12/06/2022,18:32,25.34,03.19,33.83,66.98,23.06,00.73
12/03/2022,10:26,22.20,67.25,45.32,53.89,99.27,85.51
19/11/2021,14:06,12.98,07.54,29.39,71.92,07.85,04.13
05/09/2022,12:49,11.39,10.65,89.41,81.18,20.59,19.68
18/10/2022,1:46,29.64,27.64,31.12,31.05,49.75,79.73
19/05/2021,20:00,13.88,29.41,40.79,26.42,03.92,18.14
23/07/2022,23:02,83.03,40.59,14.17,80.02,41.26,65.18
19/05/2022,14:55,65.20,58.71,27.56,83.86,47.79,70.63
19/02/2022,10:53,50.63,02.40,05.98,60.56,85.44,06.13
29/04/2021,10:55,48.33,05.93,21.95,67.14,84.48,71.76
20/10/2021,9:15,50.56,72.76,08.94,64.25,70.43,08.24
13/08/2022,21:08,42.79,23.41,11.57,28.36,06.54,16.96
04/10/2021,11:37,51.94,86.39,43.14,59.15,18.37,10.90
19/04/2021,2:02,31.16,08.86,08.10,46.50,73.10,89.51
03/11/2021,14:17,44.17,58.79,37.28,14.45,19.35,90.52
25/02/2021,23:36,90.66,10.10,99.76,36.65,60.93,77.05
23/03/2021,0:06,91.79,06.34,78.80,61.52,46.18,28.28
