18/01/2021,8:44,01.61,14.54,08.64,17.57,23.91,87.21
10/07/2022,11:10,60.69,08.26,04.93,24.03,36.94,50.19
26/08/2021,8:20,08.57,35.58,83.06,28.29,59.71,64.70
30/10/2021,10:54,55.17,97.14,72.63,44.01,00.31,33.85
16/01/2021,7:57,02.54,20.07,79.56,88.67,17.38,23.58
28/06/2021,8:18,60.92,76.08,19.53,97.75,32.95,12.49
03/06/2021,12:23,33.89,63.90,13.10,84.08,88.98,82.48
21/04/2021,9:10,07.58,46.75,45.55,22.22,54.02,32.34
05/08/2022,4:30,74.62,82.83,73.81,13.19,19.71,54.88
12/08/2021,12:33,69.94,99.97,15.65,74.31,13.97,94.15
05/11/2021,19:19,62.39,60.16,59.09,66.61,46.85,86.78
24/10/2021,9:21,57.07,42.74,75.85,22.64,27.29,33.33
20/03/2022,18:21,18.76,80.97,37.18,00.47,06.27,75.05
08/11/2022,23:57,77.91,31.10,59.49,36.10,39.86,92.65
02/02/2022,5:06,65.03,48.52,08.34,46.40,16.70,95.91
23/06/2022,10:29,73.19,48.44,62.11,67.61,07.93,32.75
17/01/2021,3:06,56.15,76.89,38.81,61.94,37.48,42.79
31/10/2021,1:03,83.90,09.13,60.42,33.20,69.14,44.47
03/03/2022,19:23,41.73,48.87,19.39,69.08,57.11,54.45
13/02/2022,12:37,45.79,46.67,97.35,49.41,76.87,97.03
16/12/2022,6:01,93.05,51.05,44.77,70.82,89.45,45.54
02/11/2021,2:55,03.41,31.29,93.48,26.96,90.21,98.46
27/10/2021,21:27,22.17,06.80,59.95,92.77,09.01,22.36
20/02/2022,11:20,07.09,15.07,03.38,89.92,58.04,34.11
23/01/2021,5:43,84.42,68.50,17.58,23.52,02.19,63.45
06/10/2022,13:56,75.36,65.22,24.38,84.08,58.21,91.68
07/08/2022,21:25,39.60,05.24,01.00,93.93,86.15,89.74
30/04/2022,22:13,84.54,81.81,33.17,00.09,32.26,61.43
09/11/2021,22:14,55.89,95.83,47.59,21.15,89.70,60.00
01/06/2022,23:04,08.42,50.91,92.78,93.42,92.68,90.46
08/08/2021,13:44,79.43,37.16,04.78,10.17,79.11,03.02
08/01/2022,5:21,09.08,11.89,92.19,49.05,86.03,35.92
19/05/2021,5:07,44.98,41.26,57.29,43.57,83.83,19.52
08/07/2022,18:54,14.81,19.86,72.26,25.87,32.64,88.45
16/09/2022,13:40,54.99,07.02,23.87,27.92,44.13,74.64
14/10/2021,21:32,26.81,58.31,17.06,63.51,70.94,20.58
12/06/2021,7:57,47.37,16.09,29.95,04.33,64.54,15.79
05/02/2021,21:36,52.76,53.35,87.53,52.68,27.92,88.06
14/01/2021,5:38,75.45,79.20,81.39,52.99,65.70,30.44
06/11/2022,1:32,47.39,40.73,26.73,33.16,99.04,12.16
24/09/2022,0:45,64.61,12.17,59.45,50.42,47.08,39.98
29/05/2021,11:41,69.99,27.19,21.28,04.75,02.66,64.99
11/05/2022,14:53,40.49,43.77,30.84,79.65,19.30,52.26
02/04/2021,20:34,32.39,08.70,29.47,88.24,33.77,01.71
16/08/2022,9:00,86.02,96.24,65.73,55.06,97.23,17.40
20/04/2021,16:17,69.17,32.11,32.12,22.17,74.27,18.46
08/04/2022,6:10,25.74,24.97,45.19,92.49,48.61,23.92
11/10/2022,13:54,51.65,20.52,33.44,91.42,01.73,59.12
12/07/2022,17:23,76.70,12.94,48.45,17.12,95.43,21.89
30/12/2022,16:40,73.27,24.43,10.37,17.74,11.59,90.87
03/12/2022,20:53,95.21,61.14,24.84,51.66,04.30,65.52
19/02/2022,21:03,16.72,27.66,73.77,85.27,52.61,28.65
07/03/2022,10:50,46.27,21.24,05.36,76.64,90.92,83.61
19/07/2021,16:58,73.45,45.28,22.20,98.20,20.17,35.11
22/06/2021,15:15,95.07,98.77,57.01,70.26,42.29,98.17
06/05/2022,23:32,24.67,13.42,93.17,40.93,18.65,21.77
